serialnumber,provide_contain,provide_shelter,provide_goods,no,countycode,name,district,areacode,village,address,floor,service_village,contact_person,contact_cellphone,suit_for_weak,person,floorspacebuildingothers,floorspacebuildingfactory,suit_for_flood,suit_for_mudflow,suit_for_eqrthquake,suit_for_tsunami,standing_shelter,longitude,latitude
205,是,是,否,SF236-0015,65000,新北高工,土城區,65000130,學府里,新北市土城區學府路1段241號,1.志清堂1樓2.圖書館6樓,學府里、明德里、學士里、樂利里、日新里、日和里、貨饒里、裕生里、中正里,總務主任林聰明,905879206.0,是,2580.0,4118.94,12410.0,是,是,是,是,否,121.449518,24.982162
206,是,是,否,SF236-0016,65000,土城國小,土城區,65000130,埤塘里,新北市土城區興城路17號,1.地下室-美育樓2.地下室-群英樓3.無,"員仁里、土城里
長風里、員信里
埤塘里、大安里",總務主任陳詩裕,975787253.0,是,963.0,1152,5400.0,否,是,是,是,否,121.441935,24.972383
207,是,是,否,SF236-0017,65000,廣福國小,土城區,65000130,廣福里,新北市土城區學府路1段127號,1.至誠樓2樓大辦公室2.至善樓2樓205會議室3.至誠樓5樓視聽中心,"瑞興里、復興里
埤林里、學成里
日新里、貨饒里
樂利里、廣福里
學府里、裕生里
中正里、學士里
明德里、廣興里",總務主任簡志明,928846391.0,是,533.0,510,3252.0,是,是,是,是,否,121.449518,24.982162
208,是,是,否,SF236-0018,65000,樂利國小,土城區,65000130,日新里,新北市土城區裕生路65號,1.綜合教室-思賢樓5樓2.會議室-力行樓2樓3.視聽教室-弘道樓3樓,"日新里、裕生里
貨饒里、日和里
埤林里、瑞興里
樂利里、學府里
復興里、學成里
學士里、明德里",總務主任陳良仁,931094392.0,是,505.0,775,2500.0,是,是,是,是,否,121.447559,24.985602
209,是,是,否,SF236-0019,65000,裕德高中,土城區,65000130,日和里,新北市土城區擺接堡路1號,1.一樓演藝廳(含閱覽室)2.地下一樓-風雨操場3.八樓活動中心,"日和里、員林里
員福里",總務主任簡嘉良,972720798.0,是,984.0,2519,2843.0,否,是,是,是,否,121.439585,24.982977
210,是,是,否,SF236-0020,65000,福瑞斯特高中,土城區,65000130,員仁里,新北市土城區城林路2號,1.禮堂2.校史室-禮堂2樓3.無,員仁里、員信里,總務主任鄧再智,932122113.0,否,1404.0,1870,7500.0,否,是,是,是,否,121.437438,24.975626
211,是,是,是,SF236-0021,65000,永寧市民 活動中心,土城區,65000130,永寧里,新北市土城區永寧路32巷10弄10號,活動中心2樓,永寧里、大安里,劉友坤 ,922824243.0,是,30.0,120,0.0,是,是,否,是,是,121.429188,24.961655
212,是,是,否,SF236-0022,65000,祖田市民 活動中心,土城區,65000130,祖田里,新北市土城區中央路4段283之1號2樓,活動中心2樓,祖田里、頂新里、頂福里,劉友坤 ,922824243.0,否,50.0,200,0.0,否,是,是,是,否,121.443011,24.980879
213,是,是,否,SF236-0023,65000,沛陂市民 活動中心,土城區,65000130,沛陂里,新北市土城區三民路23巷8弄9號,活動中心1、2樓,沛陂里、永寧里、頂埔里,劉友坤 ,922824243.0,是,50.0,200,0.0,是,是,是,否,否,121.419376,24.963598
214,是,是,是,SF236-0024,65000,頂埔市民 活動中心,土城區,65000130,頂埔里,新北市土城區中央路4段55之12號,活動中心1樓,頂埔里、沛陂里、頂福里、頂新里、祖田里,劉友坤 ,922824243.0,是,60.0,240,0.0,是,是,是,是,是,121.443011,24.980879
215,是,是,否,SF236-0025,65000,土城國中,土城區,65000130,永寧里,新北市土城區永寧路18號,1.綜合大樓4樓2.綜合大樓1樓閱覽室3.群英樓1樓編號110、B111、B112等3教室,大安里、永寧里、沛陂里,總務主任劉明志,928558311.0,是,1346.0,2190.37,6396.0,是,是,是,是,否,121.430171,24.962415
216,是,是,否,SF236-0026,65000,頂埔國小,土城區,65000130,頂福里,新北市土城區中央路4段205號,1.體育館2.無3.無   ,頂福里、頂埔里、頂新里、祖田里,總務主任李沂婕,912545252.0,是,412.0,788,1720.73,是,是,是,是,否,121.443011,24.980879
217,否,是,否,SF236-0027,65000,土城綜合 體育場(防災公園),土城區,65000130,中正里,新北市土城區裕民路193之1號,無,青山里、清和里、清化里、永豐里、永富里、金城里、廷寮里、峯廷里、延吉里、青雲里、清溪里、清水里、安和里、延和里、延壽里、平和里、延祿里、員仁里、埤塘里、日和里、明德里、學士里、瑞興里、復興里、廣興里、員林里、員信里、員福里、日新里、裕生里、樂利里、廣福里、土城里、學成里、埤林里、貨饒里、柑林里、中正里、學府里、長風里、頂埔里、祖田里、頂新里、頂福里、沛陂里、永寧里、大安里,劉友坤 ,922824243.0,否,899.0,0,7194.0,否,否,是,否,否,121.453689,24.984274
218,是,是,否,SF236-0028,65000,宏國德霖科技大學,土城區,65000130,清化里,新北市土城區青雲路380巷1號,1.體育館4樓2.無3.無,清化里、清和里,總務助理張永宗,933820070.0,是,270.0,800,560.0,是,是,否,否,否,121.45838,24.972919
219,是,是,是,SF238-0001,65000,樹林區公所,樹林區,65000070,樹東里,新北市樹林區樹東里鎮前街93號,3樓禮堂,保安里、樹德里、樹西里、樹東里、圳福里、樹福里、文林里,陳岱琪（課長）,933913650.0,是,215.0,863,0.0,是,否,是,否,是,121.424488,24.990042
220,是,是,否,SF238-0002,65000,樹林高中,樹林區,65000070,和平里,新北市樹林區和平里中華路8號,活動中心；仁愛樓地下室；至善樓地下室,樹東里、大同里、和平里、彭厝里、彭福里、樹北里、彭興里,李寶鳳(總務主任),933209679.0,是,2896.0,2990,17195.0,是,否,是,否,是,121.422463,24.982937
221,是,是,否,SF238-0003,65000,柑園國中,樹林區,65000070,柑園里,新北市樹林區柑園里柑園街2段125號,林長壽紀念館1樓；表藝教室1樓,東園里、西園里、南園里、北園里、柑園里,馮紹華(總務主任),933739095.0,是,1082.0,1241,6179.0,是,否,是,否,是,121.38851,24.956152
222,是,是,否,SF238-0004,65000,文林國小,樹林區,65000070,潭底里,新北市樹林區潭底里千歲街59號,活動中心2樓禮堂；懷恩樓-地下室桌球教室、劍道教室；教師大辦公室,圳安里、保安里、潭底里、圳福里、文林里、圳民里,謝聖國(總務主任),922318556.0,是,1738.0,4703,4508.0,是,否,是,否,是,121.424467,24.995857
223,是,是,否,SF238-0005,65000,樹林國小,樹林區,65000070,樹西里,新北市樹林區樹西里育英街176號,羽球館；展演中心；視聽中心,保安里、潭底里、樹德里、樹西里、樹人里、坡內里、樹興里、樹福里、文林里、育英里,陳貞君(總務主任),960723265.0,是,1162.0,1955,5395.0,是,否,是,否,是,121.423441,24.990236
224,是,是,否,SF238-0006,65000,武林國小,樹林區,65000070,金寮里,新北市樹林區金寮里保安街2段151號,千禧樓1樓；千禧樓地下室,三多里、三福里、三興里、圳安里、潭底里、獇寮里、光興里、金寮里,劉叔玫(總務主任),937370898.0,是,1066.0,2612,3310.0,是,否,是,否,是,121.416381,25.000594
225,是,是,否,SF238-0007,65000,大同國小,樹林區,65000070,大同里,新北市樹林區大同里大同街43號,活動中心1樓；活動中心2樓,大同里、彭厝里、和平里、彭福里、東陽里、彭興里、中華里、太順里,蕭斯文(總務主任),926191135.0,是,1470.0,2220,7325.0,是,否,是,否,是,121.417521,24.981311
226,是,是,否,SF238-0008,65000,山佳國小,樹林區,65000070,山佳里,新北市樹林區山佳里中山路3段5號,後村堂1樓；地下室-至真樓B1,東山里、山佳里,張修藻(總務主任),928558069.0,是,654.0,995,3250.0,是,是,是,否,是,121.39262,24.97212
227,是,是,否,SF238-0009,65000,三多國小,樹林區,65000070,三福里,新北市樹林區三福里三福街52號,禮堂-感恩樓3、4樓；韻律教室-勵學樓5樓,三多里、三福里、三興里、獇寮里、光興里、金寮里、圳生里、三龍里,蔡宗聖(總務主任),922841155.0,是,839.0,1071,4583.0,是,否,是,否,是,121.406436,25.016364
228,是,是,否,SF238-0010,65000,育德國小,樹林區,65000070,中山里,新北市樹林區中山里佳園路1段34號,活動中心；學務處地下室,樂山里、山佳里、中山里,柳依辰(總務主任),921457845.0,是,785.0,1040,4200.0,是,否,是,否,是,121.39262,24.97212
229,是,是,否,SF238-0011,65000,柑園國小,樹林區,65000070,柑園里,新北市樹林區柑園里柑園街1段353號,中正堂；日新樓地下室,東園里、西園里、南園里、北園里、柑園里,劉時享(總務主任),920833492.0,是,625.0,1055,2900.0,是,否,是,否,是,121.388355,24.955751
230,是,是,否,SF238-0012,65000,彭福國小,樹林區,65000070,和平里,新北市樹林區和平里忠孝街30號,和平樓韻律教室443、444教室(4F)；518多功能教室,和平里、彭厝里、彭福里、彭興里、太順里,梁文懋(總務主任),926749697.0,是,209.0,210,1263.0,是,否,是,否,是,121.42252,24.982824
231,是,是,否,SF238-0013,65000,育林國小,樹林區,65000070,樹南里,新北市樹林區樹南里復興路395號,地下室；1樓地板教室,樹南里、樹人里、坡內里、東昇里、育英里、樹興里,廖致舜(總務主任),989815923.0,是,178.0,389,648.0,是,是,是,否,是,121.42071,24.986862
232,是,是,否,SF238-0014,65000,育林國中,樹林區,65000070,樹南里,新北市樹林區樹南里復興路395號,紅棟5樓活動中心；B棟地下1樓,樹南里、樹人里、坡內里、東昇里、育英里、樹興里,陳宏祺(總務主任),936122268.0,是,627.0,408,4200.0,是,否,是,否,是,121.42071,24.986862
233,是,是,否,SF238-0015,65000,三多國中,樹林區,65000070,獇寮里,新北市樹林區獇寮里三多路101號,宏觀樓4樓大會議室；綠意樓5樓體適能教室；宏觀樓3樓韻律教室,三多里、三福里、三興里、圳安里、獇寮里、光興里、金寮里、圳民里、圳生里、三龍里,陳信龍(總務主任),918018245.0,是,912.0,729,5842.0,是,否,是,否,是,121.414039,25.005866
234,是,是,否,SF238-0016,65000,桃子腳國中小,樹林區,65000070,南園里,新北市樹林區南園里學勤路555號,K棟2樓表藝廳及音樂教室；E棟音樂教室、生科教室、家政教室；E棟國小自然教室、準備室、美術教室,東園里、西園里、南園里、北園里、柑園里,黃國政(總務主任),989516651.0,是,960.0,840,6000.0,是,否,是,否,是,121.381598,24.950166
235,是,是,否,SF238-0017,65000,三多市民活動中心,樹林區,65000070,三福里,新北市樹林區三福里福與街17號1樓,1樓,三福里、三多里、三龍里、三興里,胡博亦（助理員),989897862.0,是,125.0,500,0.0,是,是,是,否,是,121.40447,25.016207
236,是,是,否,SF238-0019,65000,東陽市民活動中心,樹林區,65000070,東陽里,新北市樹林區東陽里鎮前街467號,1樓,樹德里、樹西里、樹東里、樹北里、東山里、東陽里、圳福里、中華里、太順里,胡博亦（助理員),989897862.0,是,78.0,315,0.0,是,是,是,否,是,121.412484,24.982141
237,是,是,否,SF238-0020,65000,樂山市民活動中心,樹林區,65000070,樂山里,新北市樹林區樂山里中和街38號2樓,3樓,樂山里、中山里,胡博亦（助理員),989897862.0,是,61.0,245,0.0,是,是,是,否,是,121.389858,24.973637
238,是,是,否,SF238-0021,65000,樹林體育場,樹林區,65000070,樹東里,新北市樹林區樹東里水源街81號,防災公園,保安里、樹德里、樹西里、樹東里、圳福里、樹福里、文林里,胡博亦（助理員),989897862.0,是,1093.0,0,8747.0,是,是,是,否,是,121.425713,24.982387
239,是,是,否,SF238-0022,65000,山佳市民活動中心,樹林區,65000070,山佳里,新北市樹林區山佳里新興街3-3號,1樓及2樓,東山里、樂山里、山佳里、忠山里,胡博亦（助理員),989897862.0,是,124.0,499,0.0,是,是,否,否,是,121.400027,24.972614
240,是,是,是,SF247-0001,65000,蘆洲區公所,蘆洲區,65000140,保和里,新北市蘆洲區三民路95號,區公所7樓,光華里、保佑里、鷺江里、保和里、仁復里、得勝里、仁愛里、中華里、仁德里、福安里,黃正翰,916310471.0,是,185.0,740,0.0,是,是,是,是,是,121.473778,25.0847
241,是,是,否,SF247-0002,65000,永平市民活動中心,蘆洲區,65000140,永樂里,新北市蘆洲區永平街1號4樓,永平市場4樓,正義里、南港里、永樂里、永康里、光明里、長安里、成功里、永德里,莊尚修,975157162.0,否,151.0,604,0.0,是,是,是,是,是,121.459174,25.090359
242,是,是,否,SF247-0003,65000,長安市民活動中心,蘆洲區,65000140,忠義里,新北市蘆洲區長安街96號4樓,長安活動中心4樓,中路里、忠義里、九芎里、中華里、光明里、長安里、永安里、延平里,莊尚修,975157162.0,否,124.0,494,0.0,是,是,是,是,是,121.46194,25.080733
243,是,是,否,SF247-0004,65000,重陽市民活動中心,蘆洲區,65000140,樓厝里,新北市蘆洲區集賢路221巷11號,重陽活動中心1樓,樓厝里、信義里、玉清里、復興里,莊尚修,975157162.0,是,59.0,234.5,0.0,是,是,是,是,是,121.483695,25.085719
244,是,是,否,SF247-0005,65000,民生市民活動中心,蘆洲區,65000140,得仁里,新北市蘆洲區民生街129巷14號,民生活動中心1樓,溪墘里、樹德里、得仁里、民和里,莊尚修,975157162.0,否,21.0,82.5,0.0,是,是,是,是,是,121.472836,25.078414
245,是,是,否,SF247-0006,65000,水湳市民活動中心,蘆洲區,65000140,水湳里,新北市蘆洲區民族路426巷17號,水湳活動中心1樓,水湳里、復興里、水河里、忠孝里,莊尚修,975157162.0,是,34.0,137,0.0,是,是,是,是,是,121.473051,25.092713
246,是,是,否,SF247-0008,65000,得仁市民活動中心,蘆洲區,65000140,得仁里,新北市蘆洲區中山一路415號6樓,得仁市民活動中心6樓,中路里、得勝里、九芎里、得仁里、民和里、永安里、延平里,莊尚修,975157162.0,是,53.0,210,0.0,否,是,否,否,是,121.469027,25.076702
247,是,是,否,SF247-0009,65000,財團法人新北市基督徒蘆洲禮拜堂,蘆洲區,65000140,仁德里,新北市蘆洲區三民路26巷71弄2號B1地下室,三民路26巷71弄2號B1地下室,樓厝里、恆德里、玉清里、仁德里、仁義里,羅金蓮,980641872.0,否,75.0,300,0.0,否,是,是,是,否,121.478907,25.083352
248,是,是,否,SF247-0010,65000,成功國小,蘆洲區,65000140,成功里,新北市蘆洲區長安街311號,演藝廳-成真樓5樓、集賢廳-永康樓5樓,永樂里、永康里、忠義里、長安里、延平里、成功里、永德里,張哲源,928027900.0,否,419.25,570,2210.0,是,是,否,是,否,121.457458,25.085673
249,是,是,否,SF247-0011,65000,鷺江國中 ,蘆洲區,65000140,正義里,新北市蘆洲區長樂路235號,創新樓B1樓(教室編號B132、B133)、慈悲樓1樓(教室編號174),正義里、南港里、永樂里、保新里,黃瓊慧,922150052.0,是,658.5,282,4700.0,是,是,是,是,否,121.462465,25.087248
